"Document","Motif","Probability","Overlap Score","Precursor Mass","Retention Time","Document Annotation"
"document_3631","motif_205","0.922","0.968","614.2972","None","None"
"document_4968","motif_186","0.014","0.969","758.3370","None","None"
"document_5233","motif_413","0.014","0.969","820.3536","None","None"
"document_2420","motif_360","0.015","0.969","520.3968","None","None"
"document_4150","motif_350","0.019","0.969","654.4704","None","None"
"document_3496","motif_186","0.022","0.969","602.3388","None","None"
"document_4352","motif_413","0.026","0.969","672.3019","None","None"
"document_830","motif_186","0.032","0.969","423.2516","None","None"
"document_2954","motif_186","0.033","0.969","560.3143","None","None"
"document_2960","motif_186","0.033","0.969","560.3240","None","None"
"document_1152","motif_350","0.047","0.969","443.3815","None","None"
"document_1470","motif_360","0.048","0.969","462.3913","None","None"
"document_1635","motif_413","0.050","0.969","473.2536","None","None"
"document_903","motif_360","0.051","0.969","426.4298","None","None"
"document_4275","motif_186","0.057","0.969","664.3349","None","None"
"document_2723","motif_186","0.070","0.969","543.2954","None","None"
"document_1578","motif_360","0.071","0.969","470.3609","None","None"
"document_2110","motif_186","0.076","0.969","500.2995","None","None"
"document_1341","motif_360","0.082","0.969","456.3812","None","None"
"document_1678","motif_360","0.089","0.969","474.3917","None","None"
"document_1397","motif_360","0.093","0.969","458.3978","None","None"
"document_924","motif_350","0.094","0.969","427.3911","None","None"
"document_2961","motif_186","0.101","0.969","560.3253","None","None"
"document_796","motif_360","0.105","0.969","418.3657","None","None"
"document_2239","motif_413","0.107","0.969","507.3090","None","None"
"document_1786","motif_413","0.117","0.969","479.2777","None","None"
"document_1834","motif_186","0.117","0.969","483.2738","None","None"
"document_3741","motif_360","0.127","0.969","622.5395","None","None"
"document_608","motif_360","0.148","0.969","404.3510","None","None"
"document_2153","motif_360","0.168","0.969","502.3919","None","None"
"document_795","motif_360","0.169","0.969","418.3654","None","None"
"document_3124","motif_162","0.175","0.969","574.2784","None","None"
"document_2185","motif_360","0.190","0.969","504.3653","None","None"
"document_991","motif_360","0.197","0.969","432.4027","None","None"
"document_1671","motif_360","0.221","0.969","474.3887","None","None"
"document_1448","motif_360","0.311","0.969","460.4140","None","None"
"document_740","motif_360","0.390","0.969","414.4278","None","None"
"document_3004","motif_316","0.410","0.969","564.2791","None","None"
"document_72","motif_186","0.470","0.969","301.2156","None","None"
"document_1390","motif_350","0.016","0.970","458.3968","None","None"
"document_1600","motif_350","0.018","0.970","471.3792","None","None"
"document_1174","motif_350","0.019","0.970","444.3835","None","None"
"document_1973","motif_360","0.030","0.970","490.3867","None","None"
"document_1071","motif_350","0.031","0.970","439.3565","None","None"
"document_1621","motif_360","0.031","0.970","472.3784","None","None"
"document_5104","motif_360","0.034","0.970","788.5623","None","None"
"document_2042","motif_360","0.040","0.970","494.4185","None","None"
"document_5008","motif_360","0.044","0.970","764.5641","None","None"
"document_5103","motif_360","0.050","0.970","788.5621","None","None"
"document_3493","motif_186","0.051","0.970","602.3325","None","None"
"document_1193","motif_415","0.054","0.970","445.3664","None","None"
"document_1257","motif_360","0.054","0.970","450.3938","None","None"
"document_1979","motif_360","0.058","0.970","490.3873","None","None"
"document_3349","motif_413","0.059","0.970","592.3459","None","None"
"document_1008","motif_415","0.061","0.970","433.3662","None","None"
"document_3740","motif_360","0.065","0.970","622.4987","None","None"
"document_351","motif_360","0.069","0.970","372.3096","None","None"
"document_1759","motif_360","0.071","0.970","478.3863","None","None"
"document_4422","motif_413","0.072","0.970","677.2968","None","None"
"document_1674","motif_360","0.081","0.970","474.3902","None","None"
"document_1469","motif_360","0.097","0.970","462.3913","None","None"
"document_2959","motif_186","0.109","0.970","560.3218","None","None"
"document_1183","motif_360","0.114","0.970","444.4747","None","None"
"document_4511","motif_162","0.117","0.970","686.3171","None","None"
"document_1445","motif_360","0.120","0.970","460.4135","None","None"
"document_1389","motif_360","0.122","0.970","458.3968","None","None"
"document_1800","motif_360","0.134","0.970","480.4028","None","None"
"document_1427","motif_360","0.146","0.970","460.3747","None","None"
"document_5063","motif_316","0.148","0.970","776.3799","None","None"
"document_2434","motif_360","0.151","0.970","520.4358","None","None"
"document_799","motif_360","0.169","0.970","418.3670","None","None"
"document_3515","motif_316","0.180","0.970","604.4564","None","None"
"document_625","motif_360","0.205","0.970","406.2201","None","None"
"document_1420","motif_415","0.207","0.970","459.3827","None","None"
"document_3426","motif_360","0.215","0.970","598.4990","None","None"
"document_1625","motif_360","0.224","0.970","472.4120","None","None"
"document_611","motif_360","0.224","0.970","404.3718","None","None"
"document_393","motif_360","0.228","0.970","376.3412","None","None"
"document_1679","motif_360","0.262","0.970","474.3919","None","None"
"document_2487","motif_360","0.262","0.970","524.4283","None","None"
"document_1799","motif_360","0.294","0.970","480.4026","None","None"
"document_2557","motif_360","0.352","0.970","530.4784","None","None"
"document_3349","motif_316","0.356","0.970","592.3459","None","None"
"document_2085","motif_360","0.358","0.970","498.4123","None","None"
"document_2377","motif_186","0.509","0.970","518.3104","None","None"
"document_496","motif_356","0.721","0.970","392.2415","None","None"
"document_4543","motif_360","0.011","0.971","690.3109","None","None"
"document_1718","motif_350","0.013","0.971","476.4044","None","None"
"document_2202","motif_360","0.015","0.971","504.4026","None","None"
"document_764","motif_360","0.015","0.971","415.3564","None","None"
"document_4544","motif_360","0.016","0.971","690.3111","None","None"
"document_2118","motif_360","0.017","0.971","500.4072","None","None"
"document_1144","motif_350","0.022","0.971","442.4039","None","None"
"document_2394","motif_360","0.022","0.971","518.4191","None","None"
"document_2649","motif_360","0.022","0.971","536.4291","None","None"
"document_4944","motif_360","0.022","0.971","752.3271","None","None"
"document_3247","motif_360","0.023","0.971","584.3190","None","None"
"document_4349","motif_413","0.023","0.971","672.2998","None","None"
"document_4955","motif_360","0.023","0.971","754.3435","None","None"
"document_2598","motif_360","0.025","0.971","532.3984","None","None"
"document_1473","motif_360","0.026","0.971","462.3926","None","None"
"document_4814","motif_360","0.026","0.971","728.6125","None","None"
"document_338","motif_360","0.027","0.971","370.2940","None","None"
"document_2546","motif_360","0.029","0.971","530.3827","None","None"
"document_4026","motif_360","0.029","0.971","644.3437","None","None"
"document_5035","motif_360","0.029","0.971","772.3330","None","None"
"document_3603","motif_360","0.031","0.971","612.3512","None","None"
"document_2110","motif_360","0.032","0.971","500.2995","None","None"
"document_3829","motif_360","0.033","0.971","630.2922","None","None"
"document_327","motif_360","0.036","0.971","366.3716","None","None"
"document_4629","motif_316","0.042","0.971","700.3340","None","None"
"document_5094","motif_360","0.042","0.971","786.5483","None","None"
"document_4090","motif_360","0.046","0.971","650.3541","None","None"
"document_1613","motif_360","0.047","0.971","472.3764","None","None"
"document_2202","motif_350","0.047","0.971","504.4026","None","None"
"document_189","motif_360","0.049","0.971","334.2362","None","None"
"document_2009","motif_360","0.052","0.971","492.3705","None","None"
"document_1182","motif_360","0.054","0.971","444.4187","None","None"
"document_4748","motif_316","0.055","0.971","716.3266","None","None"
"document_2254","motif_350","0.057","0.971","508.3974","None","None"
"document_4077","motif_360","0.057","0.971","648.5514","None","None"
"document_1908","motif_350","0.059","0.971","486.4302","None","None"
"document_2593","motif_360","0.063","0.971","532.3965","None","None"
"document_3091","motif_360","0.063","0.971","570.4555","None","None"
"document_3628","motif_413","0.063","0.971","614.2965","None","None"
"document_5095","motif_360","0.063","0.971","786.5485","None","None"
"document_2824","motif_360","0.065","0.971","550.4080","None","None"
"document_1974","motif_360","0.072","0.971","490.3870","None","None"
"document_1978","motif_360","0.072","0.971","490.3873","None","None"
"document_1686","motif_360","0.074","0.971","474.3927","None","None"
"document_3100","motif_413","0.083","0.971","572.2830","None","None"
"document_1176","motif_360","0.084","0.971","444.3838","None","None"
"document_2627","motif_360","0.085","0.971","534.4513","None","None"
"document_1950","motif_360","0.086","0.971","488.4086","None","None"
"document_982","motif_360","0.087","0.971","432.3457","None","None"
"document_1750","motif_360","0.092","0.971","477.4116","None","None"
"document_1611","motif_360","0.093","0.971","472.3758","None","None"
"document_3307","motif_350","0.094","0.971","588.4584","None","None"
"document_1977","motif_360","0.097","0.971","490.3872","None","None"
"document_1143","motif_360","0.098","0.971","442.4039","None","None"
"document_341","motif_360","0.099","0.971","370.3303","None","None"
"document_1620","motif_360","0.103","0.971","472.3780","None","None"
"document_4403","motif_162","0.105","0.971","676.3099","None","None"
"document_2461","motif_360","0.106","0.971","522.4111","None","None"
"document_2429","motif_360","0.107","0.971","520.4329","None","None"
"document_813","motif_360","0.108","0.971","420.3834","None","None"
"document_1939","motif_360","0.110","0.971","488.3723","None","None"
"document_4519","motif_360","0.110","0.971","686.5094","None","None"
"document_1388","motif_360","0.111","0.971","458.3967","None","None"
"document_967","motif_360","0.113","0.971","430.4028","None","None"
"document_984","motif_360","0.113","0.971","432.3459","None","None"
"document_3354","motif_360","0.114","0.971","592.4898","None","None"
"document_340","motif_360","0.119","0.971","370.3300","None","None"
"document_3418","motif_360","0.124","0.971","598.2999","None","None"
"document_2430","motif_360","0.127","0.971","520.4339","None","None"
"document_1172","motif_360","0.128","0.971","444.3829","None","None"
"document_1178","motif_360","0.134","0.971","444.4166","None","None"
"document_2114","motif_360","0.140","0.971","500.3926","None","None"
"document_1802","motif_360","0.141","0.971","480.4034","None","None"
"document_4547","motif_360","0.141","0.971","690.3128","None","None"
"document_1803","motif_360","0.145","0.971","480.4041","None","None"
"document_1500","motif_360","0.161","0.971","464.4051","None","None"
"document_4536","motif_360","0.166","0.971","688.5222","None","None"
"document_1376","motif_360","0.169","0.971","458.3084","None","None"
"document_2697","motif_360","0.171","0.971","540.4249","None","None"
"document_1626","motif_360","0.174","0.971","472.4131","None","None"
"document_2554","motif_360","0.178","0.971","530.4377","None","None"
"document_3087","motif_360","0.193","0.971","570.4496","None","None"
"document_2553","motif_360","0.202","0.971","530.4375","None","None"
"document_1609","motif_360","0.224","0.971","472.3750","None","None"
"document_610","motif_360","0.231","0.971","404.3717","None","None"
